record_id,title,year,doi,pmid,authors,decision,layer_tag,reason
SmithMR201626949830,Mental fatigue impairs soccer-specific decision-making skill.,2016,10.1080/02640414.2016.1156241,26949830,"Smith, MR and Zeuwts, L and Lenoir, M and Hens, N and De Jong, LM and Coutts, AJ",exclude,,insufficient effort+outcome overlap
PravatE201626846988,Hyperconnectivity of the dorsolateral prefrontal cortex following mental effort in multiple sclerosis patients with cognitive fatigue.,2016,10.1177/1352458515625806,26846988,"Pravatà, E and Zecca, C and Sestieri, C and Caulo, M and Riccitelli, GC and Rocc",include,general,effort:mental effort; outcome:fatigue
SmithMR201626312616,Mental Fatigue Impairs Soccer-Specific Physical and Technical Performance.,2016,10.1249/MSS.0000000000000762,26312616,"Smith, MR and Coutts, AJ and Merlini, M and Deprez, D and Lenoir, M and Marcora,",exclude,,insufficient effort+outcome overlap
GergelyfiM201526217203,Dissociation between mental fatigue and motivational state during prolonged mental activity.,2015,10.3389/fnbeh.2015.00176,26217203,"Gergelyfi, M and Jacob, B and Olivier, E and Zénon, A",exclude,,insufficient effort+outcome overlap
TakasakiH201424743457,"A description of neck motor performance, neck pain, fatigue, and mental effort while driving in a sample with chronic whiplash-associated disorders.",2014,10.1097/PHM.0000000000000087,24743457,"Takasaki, H and Treleaven, J and Johnston, V and Van den Hoorn, W and Rakotonira",include,general,effort:mental effort; outcome:fatigue
PrudkovPN201324304801,Mental effort and fatigue as consequences of monotony.,2013,10.1017/S0140525X13001155,24304801,"Prudkov, PN",include,general,effort:mental effort; outcome:fatigue
MalecekNJ201324304796,Beyond dopamine: the noradrenergic system and mental effort.,2013,10.1017/S0140525X13001106,24304796,"Malecek, NJ and Poldrack, RA",exclude,,insufficient effort+outcome overlap
KurzbanR201324304775,An opportunity cost model of subjective effort and task performance.,2013,10.1017/S0140525X12003196,24304775,"Kurzban, R and Duckworth, A and Kable, JW and Myers, J",include,L1,seed paper
ClarosSalinasD201323153337,Induction of cognitive fatigue in MS patients through cognitive and physical load.,2013,10.1080/09602011.2012.726925,23153337,"Claros-Salinas, D and Dittmer, N and Neumann, M and Sehle, A and Spiteri, S and ",exclude,,insufficient effort+outcome overlap
WalkerLA201222336698,Detecting cognitive fatigue in multiple sclerosis: method matters.,2012,10.1016/j.jns.2012.01.021,22336698,"Walker, LA and Berard, JA and Berrigan, LI and Rees, LM and Freedman, MS",exclude,,insufficient effort+outcome overlap
HuolmanS201121846692,The effects of rivastigmine on processing speed and brain activation in patients with multiple sclerosis and subjective cognitive fatigue.,2011,10.1177/1352458511412061,21846692,"Huolman, S and Hämäläinen, P and Vorobyev, V and Ruutiainen, J and Parkkola, R a",exclude,,insufficient effort+outcome overlap
HoltzerR201121128132,Cognitive fatigue defined in the context of attention networks.,2011,10.1080/13825585.2010.517826,21128132,"Holtzer, R and Shuman, M and Mahoney, JR and Lipton, R and Verghese, J",exclude,,insufficient effort+outcome overlap
ScholeyAB201019942640,Consumption of cocoa flavanols results in acute improvements in mood and cognitive performance during sustained mental effort.,2010,10.1177/0269881109106923,19942640,"Scholey, AB and French, SJ and Morris, PJ and Kennedy, DO and Milne, AL and Hask",exclude,,insufficient effort+outcome overlap
BelmontA200919574545,"Subjective fatigue, mental effort, and attention deficits after severe traumatic brain injury.",2009,10.1177/1545968309340327,19574545,"Belmont, A and Agar, N and Azouvi, P",include,general,effort:mental effort; outcome:fatigue
KennedyDO200818077056,Improved cognitive performance and mental fatigue following a multi-vitamin and mineral supplement with added guaraná (Paullinia cupana).,2008,10.1016/j.appet.2007.10.007,18077056,"Kennedy, DO and Haskell, CF and Robertson, B and Reay, J and Brewster-Maund, C a",exclude,,insufficient effort+outcome overlap
PattynN200817999934,Psychophysiological investigation of vigilance decrement: boredom or cognitive fatigue?,2008,10.1016/j.physbeh.2007.09.016,17999934,"Pattyn, N and Neyt, X and Henderickx, D and Soetens, E",exclude,,insufficient effort+outcome overlap
vanderLindenD200616730824,Disrupted sensorimotor gating due to mental fatigue: preliminary evidence.,2006,10.1016/j.ijpsycho.2006.04.001,16730824,"van der Linden, D and Massar, SA and Schellekens, AF and Ellenbroek, BA and Verk",exclude,,insufficient effort+outcome overlap
AzouviP200415178177,Divided attention and mental effort after severe traumatic brain injury.,2004,10.1016/j.neuropsychologia.2004.01.001,15178177,"Azouvi, P and Couillet, J and Leclercq, M and Martin, Y and Asloun, S and Rousse",exclude,,insufficient effort+outcome overlap
VanZandvoortMJ19989810940,Decreased capacity for mental effort after single supratentorial lacunar infarct may affect performance in everyday life.,1998,10.1136/jnnp.65.5.697,9810940,"Van Zandvoort, MJ and Kappelle, LJ and Algra, A and De Haan, EH",exclude,,insufficient effort+outcome overlap
HockeyGR19968814806,Cognitive fatigue and complex decision making under prolonged isolation and confinement.,1996,10.1016/s1569-2574(08)60067-2,8814806,"Hockey, GR and Sauer, J",exclude,,insufficient effort+outcome overlap
BongardS19957784532,Mental effort during active and passive coping: a dual-task analysis.,1995,10.1111/j.1469-8986.1995.tb02960.x,7784532,"Bongard, S",exclude,,insufficient effort+outcome overlap
JennekensSchinkelA19883385433,Reaction time in ambulant multiple sclerosis patients. Part I. Influence of prolonged cognitive effort.,1988,10.1016/0022-510x(88)90154-2,3385433,"Jennekens-Schinkel, A and Sanders, EA and Lanser, JB and Van der Velde, EA",exclude,,insufficient effort+outcome overlap
RodrguezNietoG202641836095,"The role of glutathione in cognition, cognitive effort, and cognitive endurance in young and older adults.",2026,10.3389/fnagi.2026.1729015,41836095,"Rodríguez-Nieto, G and Alvarez-Anacona, DF and Mikkelsen, M and Li, H and Swinne",exclude,,insufficient effort+outcome overlap
CheungN202641732374,Glutamatergic Enhancement Using As-Needed Dextromethorphan and Piracetam in a Stimulant-Partially Responsive Adult With ADHD: A Single-Case Report.,2026,10.7759/cureus.104031,41732374,"Cheung, N",exclude,,insufficient effort+outcome overlap
PedrosaMA202641202876,Golexanolone affords sustained improvement of Parkinson's symptoms in rats by reducing microglia activation that restores the glutamate-GABA-dopamine pathway.,2026,10.1016/j.neuropharm.2025.110759,41202876,"Pedrosa, MA and Mincheva, G and Martinez-Garcia, M and Vazquez, L and Blackburn,",exclude,,insufficient effort+outcome overlap
BarakatA202541022693,Neurometabolic predictors of mental effort in the frontal cortex.,2025,10.1038/s41398-025-03554-6,41022693,"Barakat, A and Brochard, J and Pessiglione, M and Godin, JP and Cuenoud, B and X",include,general,seed paper
WeiY202540564041,Heterosynaptic Regulation of α2A-Adrenoceptors on Glutamate/GABA Release in the Prefrontal Cortex of Rats.,2025,10.3390/biomedicines13061322,40564041,"Wei, Y and Jiao, Y and He, X and Tao, X and Li, B and Zhang, X",exclude,,insufficient effort+outcome overlap
KauraniL202540216778,A role for astrocytic miR-129-5p in frontotemporal dementia.,2025,10.1038/s41398-025-03338-y,40216778,"Kaurani, L and Pradhan, R and Schröder, S and Burkhardt, S and Schuetz, AL and K",exclude,,insufficient effort+outcome overlap
EvinsA202438196773,Glycogen storage disease type III: a mixed-methods study to assess the burden of disease.,2024,10.1177/20420188231224233,38196773,"Evins, A and Mayhew, J and Cimms, T and Whyte, J and Vong, K and Hribal, E and E",exclude,,insufficient effort+outcome overlap
FanLY202336910261,Single-nucleus transcriptional profiling uncovers the reprogrammed metabolism of astrocytes in Alzheimer's disease.,2023,10.3389/fnmol.2023.1136398,36910261,"Fan, LY and Yang, J and Li, ML and Liu, RY and Kong, Y and Duan, SY and Guo, GY ",exclude,,insufficient effort+outcome overlap
MllerHE202336369737,Considerations on gradual glutamate accumulation related to cognitive task performance.,2023,10.1177/0271678X221139550,36369737,"Möller, HE",include,L2,effort:cognitive task; outcome:glutamate
ScholeyE202235998595,Fatigue: Tough days at work change your prefrontal metabolites.,2022,10.1016/j.cub.2022.06.088,35998595,"Scholey, E and Apps, MAJ",exclude,,insufficient effort+outcome overlap
WiehlerA202235961314,A neuro-metabolic account of why daylong cognitive work alters the control of economic decisions.,2022,10.1016/j.cub.2022.07.010,35961314,"Wiehler, A and Branzoli, F and Adanyeguh, I and Mochel, F and Pessiglione, M",include,L2,seed paper
UmedaK202235684157,"Effects of Five Amino Acids (Serine, Alanine, Glutamate, Aspartate, and Tyrosine) on Mental Health in Healthy Office Workers: A Randomized, Double-Blind, Placebo-Controlled Exploratory Trial.",2022,10.3390/nu14112357,35684157,"Umeda, K and Shindo, D and Somekawa, S and Nishitani, S and Sato, W and Toyoda, ",exclude,,insufficient effort+outcome overlap
VidorMV202235322293,Emerging findings of glutamate-glutamine imbalance in the medial prefrontal cortex in attention deficit/hyperactivity disorder: systematic review and meta-analysis of spectroscopy studies.,2022,10.1007/s00406-022-01397-6,35322293,"Vidor, MV and Panzenhagen, AC and Martins, AR and Cupertino, RB and Bandeira, CE",exclude,,insufficient effort+outcome overlap
RnnbckL202135173592,Long-Lasting Pathological Mental Fatigue After Brain Injury-A Dysfunction in Glutamate Neurotransmission?,2021,10.3389/fnbeh.2021.791984,35173592,"Rönnbäck, L and Johansson, B",exclude,,insufficient effort+outcome overlap
WangX202134526598,Activation of β3-adrenoceptor increases the number of readily releasable glutamatergic vesicle via activating Ca<sup>2+</sup>/calmodulin/MLCK/myosin II pathway in the prefrontal cortex of juvenile rats.,2021,10.1038/s41598-021-97769-4,34526598,"Wang, X and Sun, X and Zhou, HC and Luo, F",exclude,,insufficient effort+outcome overlap
WangX202133991547,Emerging role of glutamate in the pathophysiology and therapeutics of Gulf War illness.,2021,10.1016/j.lfs.2021.119609,33991547,"Wang, X and Ali, N and Lin, CG",exclude,,insufficient effort+outcome overlap
ArmJ202133657474,Altered in vivo brain GABA and glutamate levels are associated with multiple sclerosis central fatigue.,2021,10.1016/j.ejrad.2021.109610,33657474,"Arm, J and Oeltzschner, G and Al-Iedani, O and Lea, R and Lechner-Scott, J and R",exclude,,insufficient effort+outcome overlap
BaraniukJN202133440400,Exercise modifies glutamate and other metabolic biomarkers in cerebrospinal fluid from Gulf War Illness and Myalgic encephalomyelitis / Chronic Fatigue Syndrome.,2021,10.1371/journal.pone.0244116,33440400,"Baraniuk, JN and Kern, G and Narayan, V and Cheema, A",include,L2,theory:fatigue;glutamate;metabolic
WangX202033344696,Restoring tripartite glutamatergic synapses: A potential therapy for mood and cognitive deficits in Gulf War illness.,2020,10.1016/j.ynstr.2020.100240,33344696,"Wang, X and Xu, Z and Zhao, F and Lin, KJ and Foster, JB and Xiao, T and Kung, N",exclude,,insufficient effort+outcome overlap
StrasserA202032688366,Glutamine-to-glutamate ratio in the nucleus accumbens predicts effort-based motivated performance in humans.,2020,10.1038/s41386-020-0760-6,32688366,"Strasser, A and Luksys, G and Xin, L and Pessiglione, M and Gruetter, R and Sand",include,L2,seed paper
JoyceMR202032585289,Neurotoxicity in Gulf War Illness and the potential role of glutamate.,2020,10.1016/j.neuro.2020.06.008,32585289,"Joyce, MR and Holton, KF",exclude,,insufficient effort+outcome overlap
ProbstJ202032339612,Chronic hyperammonemia causes a hypoglutamatergic and hyperGABAergic metabolic state associated with neurobehavioral abnormalities in zebrafish larvae.,2020,10.1016/j.expneurol.2020.113330,32339612,"Probst, J and Kölker, S and Okun, JG and Kumar, A and Gursky, E and Posset, R an",exclude,,insufficient effort+outcome overlap
NaylorB201931849800,Reduced Glutamate in the Medial Prefrontal Cortex Is Associated With Emotional and Cognitive Dysregulation in People With Chronic Pain.,2019,10.3389/fneur.2019.01110,31849800,"Naylor, B and Hesam-Shariati, N and McAuley, JH and Boag, S and Newton-John, T a",exclude,,insufficient effort+outcome overlap
ButkiewiczM201931132237,Identification of Novel Allosteric Modulators of Metabotropic Glutamate Receptor Subtype 5 Acting at Site Distinct from 2-Methyl-6-(phenylethynyl)-pyridine Binding.,2019,10.1021/acschemneuro.8b00227,31132237,"Butkiewicz, M and Rodriguez, AL and Rainey, SE and Wieting, J and Luscombe, VB a",exclude,,insufficient effort+outcome overlap
LepannetierS201830271326,Activation of TRPC1 Channel by Metabotropic Glutamate Receptor mGluR5 Modulates Synaptic Plasticity and Spatial Working Memory.,2018,10.3389/fncel.2018.00318,30271326,"Lepannetier, S and Gualdani, R and Tempesta, S and Schakman, O and Seghers, F an",include,L2,effort:working memory; outcome:glutamate
XingG201829764289,Divergent Induction of Branched-Chain Aminotransferases and Phosphorylation of Branched Chain Keto-Acid Dehydrogenase Is a Potential Mechanism Coupling Branched-Chain Keto-Acid-Mediated-Astrocyte Activation to Branched-Chain Amino Acid Depletion-Mediated Cognitive Deficit after Traumatic Brain Injury.,2018,10.1089/neu.2017.5496,29764289,"Xing, G and Ren, M and Verma, A",exclude,,insufficient effort+outcome overlap
BristowLJ201728954811,"Preclinical Characterization of (<i>R</i>)-3-((3<i>S</i>,4<i>S</i>)-3-fluoro-4-(4-hydroxyphenyl)piperidin-1-yl)-1-(4-methylbenzyl)pyrrolidin-2-one (BMS-986169), a Novel, Intravenous, Glutamate <i>N</i>-Methyl-d-Aspartate 2B Receptor Negative Allosteric Modulator with Potential in Major Depressive Disorder.",2017,10.1124/jpet.117.242784,28954811,"Bristow, LJ and Gulia, J and Weed, MR and Srikumar, BN and Li, YW and Graef, JD ",exclude,,insufficient effort+outcome overlap
RikuY201728859339,Pathologic Involvement of Glutamatergic Striatal Inputs From the Cortices in TAR DNA-Binding Protein 43 kDa-Related Frontotemporal Lobar Degeneration and Amyotrophic Lateral Sclerosis.,2017,10.1093/jnen/nlx055,28859339,"Riku, Y and Watanabe, H and Yoshida, M and Mimuro, M and Iwasaki, Y and Masuda, ",exclude,,insufficient effort+outcome overlap
